_id,route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count,next_year_month_x,total_precip,next_year_month_y,avg_temp
3007,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-02-01,201802,SAT.,797.75,4,201802,4.28,201802,25.6
3008,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2018-02-01,201802,SAT.,542.75,4,201802,4.28,201802,25.6
3009,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-02-01,201802,SAT.,667.25,4,201802,4.28,201802,25.6
3010,1,001,1 - FREEPORT ROAD,Ross,Bus,2018-02-01,201802,SUN.,957.25,4,201802,4.28,201802,25.6
3011,6,006,6 - SPRING HILL,Ross,Bus,2018-02-01,201802,SUN.,452.5,4,201802,4.28,201802,25.6
3012,8,008,8 - PERRYSVILLE,Ross,Bus,2018-02-01,201802,SUN.,1038.5,4,201802,4.28,201802,25.6
3013,11,011,11 - FINEVIEW,Ross,Bus,2018-02-01,201802,SUN.,149.25,4,201802,4.28,201802,25.6
3014,12,012,12 - MCKNIGHT,Ross,Bus,2018-02-01,201802,SUN.,828.25,4,201802,4.28,201802,25.6
3015,13,013,13 - BELLEVUE,Ross,Bus,2018-02-01,201802,SUN.,734.25,4,201802,4.28,201802,25.6
3016,14,014,14 - OHIO VALLEY,Ross,Bus,2018-02-01,201802,SUN.,414.25,4,201802,4.28,201802,25.6
3017,15,015,15 - CHARLES,Ross,Bus,2018-02-01,201802,SUN.,412.0,4,201802,4.28,201802,25.6
3018,16,016,16 - BRIGHTON,Ross,Bus,2018-02-01,201802,SUN.,1515.25,4,201802,4.28,201802,25.6
3019,17,017,17 - SHADELAND,Ross,Bus,2018-02-01,201802,SUN.,558.0,4,201802,4.28,201802,25.6
3020,21,021,21 - CORAOPOLIS,Collier,Bus,2018-02-01,201802,SUN.,381.5,4,201802,4.28,201802,25.6
3021,24,024,24 - WEST PARK,Collier,Bus,2018-02-01,201802,SUN.,945.5,4,201802,4.28,201802,25.6
3022,26,026,26 - CHARTIERS,Collier,Bus,2018-02-01,201802,SUN.,333.25,4,201802,4.28,201802,25.6
3023,27,027,27 - FAIRYWOOD,Collier,Bus,2018-02-01,201802,SUN.,473.75,4,201802,4.28,201802,25.6
3024,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-02-01,201802,SUN.,1177.0,4,201802,4.28,201802,25.6
3025,31,031,31 - BRIDGEVILLE,Collier,Bus,2018-02-01,201802,SUN.,574.75,4,201802,4.28,201802,25.6
3026,38,038,38 - GREEN TREE,Collier,Bus,2018-02-01,201802,SUN.,145.0,4,201802,4.28,201802,25.6
3027,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2018-02-01,201802,SUN.,142.0,4,201802,4.28,201802,25.6
3028,41,041,41 - BOWER HILL,Collier,Bus,2018-02-01,201802,SUN.,315.25,4,201802,4.28,201802,25.6
3029,43,043,43 - BAILEY,Collier,Bus,2018-02-01,201802,SUN.,241.75,4,201802,4.28,201802,25.6
3030,44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-02-01,201802,SUN.,255.25,4,201802,4.28,201802,25.6
3031,48,048,48 - ARLINGTON,Collier,Bus,2018-02-01,201802,SUN.,1111.75,4,201802,4.28,201802,25.6
3032,51,051,51 - CARRICK,West Mifflin,Bus,2018-02-01,201802,SUN.,3462.5,4,201802,4.28,201802,25.6
3033,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-02-01,201802,SUN.,1284.5,4,201802,4.28,201802,25.6
3034,55,055,55 - GLASSPORT,West Mifflin,Bus,2018-02-01,201802,SUN.,598.75,4,201802,4.28,201802,25.6
3035,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-02-01,201802,SUN.,577.75,4,201802,4.28,201802,25.6
3036,57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-02-01,201802,SUN.,640.25,4,201802,4.28,201802,25.6
3037,58,058,58 - GREENFIELD,East Liberty,Bus,2018-02-01,201802,SUN.,127.25,4,201802,4.28,201802,25.6
3038,59,059,59 - MON VALLEY,West Mifflin,Bus,2018-02-01,201802,SUN.,1272.25,4,201802,4.28,201802,25.6
3039,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-02-01,201802,SUN.,2709.0,4,201802,4.28,201802,25.6
3040,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-02-01,201802,SUN.,2070.75,4,201802,4.28,201802,25.6
3041,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-02-01,201802,SUN.,3519.25,4,201802,4.28,201802,25.6
3042,61D,061D,61D - MURRAY,West Mifflin,Bus,2018-02-01,201802,SUN.,2196.5,4,201802,4.28,201802,25.6
3043,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2018-02-01,201802,SUN.,1065.5,4,201802,4.28,201802,25.6
3044,67,067,67 - MONROEVILLE,East Liberty,Bus,2018-02-01,201802,SUN.,397.75,4,201802,4.28,201802,25.6
3045,68,068,,,Bus,2018-02-01,201802,SUN.,242.5,4,201802,4.28,201802,25.6
3046,69,069,69 - TRAFFORD,East Liberty,Bus,2018-02-01,201802,SUN.,235.25,4,201802,4.28,201802,25.6
3047,71A,071A,71A - NEGLEY,East Liberty,Bus,2018-02-01,201802,SUN.,2025.75,4,201802,4.28,201802,25.6
3048,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-02-01,201802,SUN.,1540.5,4,201802,4.28,201802,25.6
3049,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-02-01,201802,SUN.,2187.75,4,201802,4.28,201802,25.6
3050,71D,071D,71D - HAMILTON,East Liberty,Bus,2018-02-01,201802,SUN.,1579.5,4,201802,4.28,201802,25.6
3051,75,075,75 - ELLSWORTH,East Liberty,Bus,2018-02-01,201802,SUN.,1473.0,4,201802,4.28,201802,25.6
3052,77,077,77 - PENN HILLS,East Liberty,Bus,2018-02-01,201802,SUN.,647.5,4,201802,4.28,201802,25.6
3053,79,079,79 - EAST HILLS,East Liberty,Bus,2018-02-01,201802,SUN.,397.75,4,201802,4.28,201802,25.6
3054,81,081,81 - OAK HILL,West Mifflin,Bus,2018-02-01,201802,SUN.,638.25,4,201802,4.28,201802,25.6
3055,82,082,82 - LINCOLN,East Liberty,Bus,2018-02-01,201802,SUN.,1848.75,4,201802,4.28,201802,25.6
3056,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-02-01,201802,SUN.,926.25,4,201802,4.28,201802,25.6
3057,86,086,86 - LIBERTY,East Liberty,Bus,2018-02-01,201802,SUN.,1661.75,4,201802,4.28,201802,25.6
3058,87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-02-01,201802,SUN.,201.25,4,201802,4.28,201802,25.6
3059,88,088,88 - PENN,East Liberty,Bus,2018-02-01,201802,SUN.,1274.25,4,201802,4.28,201802,25.6
3060,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-02-01,201802,SUN.,165.0,4,201802,4.28,201802,25.6
3061,91,091,91 - BUTLER STREET,Ross,Bus,2018-02-01,201802,SUN.,1166.75,4,201802,4.28,201802,25.6
3062,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-02-01,201802,SUN.,726.0,4,201802,4.28,201802,25.6
3063,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-02-01,201802,SUN.,3138.0,4,201802,4.28,201802,25.6
3064,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-02-01,201802,SUN.,738.25,4,201802,4.28,201802,25.6
3065,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-02-01,201802,SUN.,425.5,4,201802,4.28,201802,25.6
3066,1,001,1 - FREEPORT ROAD,Ross,Bus,2018-02-01,201802,WEEKDAY,1667.75,20,201802,4.28,201802,25.6
3067,2,002,2 - MOUNT ROYAL,Ross,Bus,2018-02-01,201802,WEEKDAY,1006.55,20,201802,4.28,201802,25.6
3068,4,004,4 - TROY HILL,Ross,Bus,2018-02-01,201802,WEEKDAY,696.9,20,201802,4.28,201802,25.6
3069,6,006,6 - SPRING HILL,Ross,Bus,2018-02-01,201802,WEEKDAY,1168.4,20,201802,4.28,201802,25.6
3070,7,007,7 - SPRING GARDEN,Ross,Bus,2018-02-01,201802,WEEKDAY,135.35,20,201802,4.28,201802,25.6
3071,8,008,8 - PERRYSVILLE,Ross,Bus,2018-02-01,201802,WEEKDAY,3374.0,20,201802,4.28,201802,25.6
3072,11,011,11 - FINEVIEW,Ross,Bus,2018-02-01,201802,WEEKDAY,573.95,20,201802,4.28,201802,25.6
3073,12,012,12 - MCKNIGHT,Ross,Bus,2018-02-01,201802,WEEKDAY,1134.55,20,201802,4.28,201802,25.6
3074,13,013,13 - BELLEVUE,Ross,Bus,2018-02-01,201802,WEEKDAY,2104.85,20,201802,4.28,201802,25.6
3075,14,014,14 - OHIO VALLEY,Ross,Bus,2018-02-01,201802,WEEKDAY,1301.35,20,201802,4.28,201802,25.6
3076,15,015,15 - CHARLES,Ross,Bus,2018-02-01,201802,WEEKDAY,1042.25,20,201802,4.28,201802,25.6
3077,16,016,16 - BRIGHTON,Ross,Bus,2018-02-01,201802,WEEKDAY,4021.1,20,201802,4.28,201802,25.6
3078,17,017,17 - SHADELAND,Ross,Bus,2018-02-01,201802,WEEKDAY,1393.6,20,201802,4.28,201802,25.6
3079,18,018,18 - MANCHESTER,Ross,Bus,2018-02-01,201802,WEEKDAY,92.75,20,201802,4.28,201802,25.6
3080,19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2018-02-01,201802,WEEKDAY,682.7,20,201802,4.28,201802,25.6
3081,20,020,20 - KENNEDY,Collier,Bus,2018-02-01,201802,WEEKDAY,583.45,20,201802,4.28,201802,25.6
3082,21,021,21 - CORAOPOLIS,Collier,Bus,2018-02-01,201802,WEEKDAY,1473.65,20,201802,4.28,201802,25.6
3083,22,022,22 - MCCOY,Collier,Bus,2018-02-01,201802,WEEKDAY,818.5,20,201802,4.28,201802,25.6
3084,24,024,24 - WEST PARK,Collier,Bus,2018-02-01,201802,WEEKDAY,1756.45,20,201802,4.28,201802,25.6
3085,26,026,26 - CHARTIERS,Collier,Bus,2018-02-01,201802,WEEKDAY,974.2,20,201802,4.28,201802,25.6
3086,27,027,27 - FAIRYWOOD,Collier,Bus,2018-02-01,201802,WEEKDAY,1153.4,20,201802,4.28,201802,25.6
3087,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-02-01,201802,WEEKDAY,1866.9,20,201802,4.28,201802,25.6
3088,29,029,29 - ROBINSON,Collier,Bus,2018-02-01,201802,WEEKDAY,864.2,20,201802,4.28,201802,25.6
3089,31,031,31 - BRIDGEVILLE,Collier,Bus,2018-02-01,201802,WEEKDAY,1604.75,20,201802,4.28,201802,25.6
3090,36,036,36 - BANKSVILLE,Collier,Bus,2018-02-01,201802,WEEKDAY,589.5,20,201802,4.28,201802,25.6
3091,38,038,38 - GREEN TREE,Collier,Bus,2018-02-01,201802,WEEKDAY,2562.55,20,201802,4.28,201802,25.6
3092,39,039,39 - BROOKLINE,Collier,Bus,2018-02-01,201802,WEEKDAY,1632.55,20,201802,4.28,201802,25.6
3093,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2018-02-01,201802,WEEKDAY,603.45,20,201802,4.28,201802,25.6
3094,41,041,41 - BOWER HILL,Collier,Bus,2018-02-01,201802,WEEKDAY,1716.0,20,201802,4.28,201802,25.6
3095,43,043,43 - BAILEY,Collier,Bus,2018-02-01,201802,WEEKDAY,712.8,20,201802,4.28,201802,25.6
3096,44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-02-01,201802,WEEKDAY,1016.6,20,201802,4.28,201802,25.6
3097,48,048,48 - ARLINGTON,Collier,Bus,2018-02-01,201802,WEEKDAY,3114.65,20,201802,4.28,201802,25.6
3098,51,051,51 - CARRICK,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,8033.3,20,201802,4.28,201802,25.6
3099,51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,737.4,20,201802,4.28,201802,25.6
3100,52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,408.05,20,201802,4.28,201802,25.6
3101,53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,1457.05,20,201802,4.28,201802,25.6
3102,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-02-01,201802,WEEKDAY,4295.65,20,201802,4.28,201802,25.6
3103,55,055,55 - GLASSPORT,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,942.05,20,201802,4.28,201802,25.6
3104,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,1708.45,20,201802,4.28,201802,25.6
3105,57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,1268.25,20,201802,4.28,201802,25.6
3106,58,058,58 - GREENFIELD,East Liberty,Bus,2018-02-01,201802,WEEKDAY,1089.7,20,201802,4.28,201802,25.6
3107,59,059,59 - MON VALLEY,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,1986.75,20,201802,4.28,201802,25.6
3108,60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,505.55,20,201802,4.28,201802,25.6
3109,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,5346.5,20,201802,4.28,201802,25.6
3110,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,4693.6,20,201802,4.28,201802,25.6
3111,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,6703.3,20,201802,4.28,201802,25.6
3112,61D,061D,61D - MURRAY,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,6133.15,20,201802,4.28,201802,25.6
3113,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,1743.3,20,201802,4.28,201802,25.6
3114,65,065,65 - SQUIRREL HILL,East Liberty,Bus,2018-02-01,201802,WEEKDAY,463.45,20,201802,4.28,201802,25.6
3115,67,067,67 - MONROEVILLE,East Liberty,Bus,2018-02-01,201802,WEEKDAY,2298.05,20,201802,4.28,201802,25.6
3116,68,068,,,Bus,2018-02-01,201802,WEEKDAY,82.75,20,201802,4.28,201802,25.6
3117,69,069,69 - TRAFFORD,East Liberty,Bus,2018-02-01,201802,WEEKDAY,1553.55,20,201802,4.28,201802,25.6
3118,71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2018-02-01,201802,WEEKDAY,87.3,20,201802,4.28,201802,25.6
3119,71A,071A,71A - NEGLEY,East Liberty,Bus,2018-02-01,201802,WEEKDAY,6404.55,20,201802,4.28,201802,25.6
3120,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-02-01,201802,WEEKDAY,5862.05,20,201802,4.28,201802,25.6
3121,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-02-01,201802,WEEKDAY,6037.5,20,201802,4.28,201802,25.6
3122,71D,071D,71D - HAMILTON,East Liberty,Bus,2018-02-01,201802,WEEKDAY,5039.55,20,201802,4.28,201802,25.6
3123,74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2018-02-01,201802,WEEKDAY,1010.1,20,201802,4.28,201802,25.6
3124,75,075,75 - ELLSWORTH,East Liberty,Bus,2018-02-01,201802,WEEKDAY,3565.95,20,201802,4.28,201802,25.6
3125,77,077,77 - PENN HILLS,East Liberty,Bus,2018-02-01,201802,WEEKDAY,2349.05,20,201802,4.28,201802,25.6
3126,79,079,79 - EAST HILLS,East Liberty,Bus,2018-02-01,201802,WEEKDAY,932.8,20,201802,4.28,201802,25.6
3127,81,081,81 - OAK HILL,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,1910.25,20,201802,4.28,201802,25.6
3128,82,082,82 - LINCOLN,East Liberty,Bus,2018-02-01,201802,WEEKDAY,4073.15,20,201802,4.28,201802,25.6
3129,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,2449.5,20,201802,4.28,201802,25.6
3130,86,086,86 - LIBERTY,East Liberty,Bus,2018-02-01,201802,WEEKDAY,2942.2,20,201802,4.28,201802,25.6
3131,87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-02-01,201802,WEEKDAY,2835.4,20,201802,4.28,201802,25.6
3132,88,088,88 - PENN,East Liberty,Bus,2018-02-01,201802,WEEKDAY,3180.0,20,201802,4.28,201802,25.6
3133,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-02-01,201802,WEEKDAY,445.0,20,201802,4.28,201802,25.6
3134,91,091,91 - BUTLER STREET,Ross,Bus,2018-02-01,201802,WEEKDAY,4420.4,20,201802,4.28,201802,25.6
3135,93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,2214.2,20,201802,4.28,201802,25.6
3136,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-02-01,201802,WEEKDAY,3779.8,20,201802,4.28,201802,25.6
3137,G3,G3,G3 - MOON FLYER,Collier,Bus,2018-02-01,201802,WEEKDAY,957.65,20,201802,4.28,201802,25.6
3138,G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2018-02-01,201802,WEEKDAY,665.7,20,201802,4.28,201802,25.6
3139,O1,O1,O1 - ROSS FLYER,Ross,Bus,2018-02-01,201802,WEEKDAY,1178.25,20,201802,4.28,201802,25.6
3140,O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2018-02-01,201802,WEEKDAY,1470.95,20,201802,4.28,201802,25.6
3141,O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2018-02-01,201802,WEEKDAY,133.5,20,201802,4.28,201802,25.6
3142,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-02-01,201802,WEEKDAY,9996.25,20,201802,4.28,201802,25.6
3143,P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2018-02-01,201802,WEEKDAY,713.85,20,201802,4.28,201802,25.6
3144,P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2018-02-01,201802,WEEKDAY,1269.85,20,201802,4.28,201802,25.6
3145,P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2018-02-01,201802,WEEKDAY,297.05,20,201802,4.28,201802,25.6
3146,P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2018-02-01,201802,WEEKDAY,932.1,20,201802,4.28,201802,25.6
3147,P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2018-02-01,201802,WEEKDAY,393.65,20,201802,4.28,201802,25.6
3148,P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2018-02-01,201802,WEEKDAY,1532.65,20,201802,4.28,201802,25.6
3149,P3,P3,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2018-02-01,201802,WEEKDAY,2951.65,20,201802,4.28,201802,25.6
3150,P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2018-02-01,201802,WEEKDAY,466.35,20,201802,4.28,201802,25.6
3151,P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2018-02-01,201802,WEEKDAY,1195.4,20,201802,4.28,201802,25.6
3152,P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2018-02-01,201802,WEEKDAY,258.0,20,201802,4.28,201802,25.6
3153,P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,773.55,20,201802,4.28,201802,25.6
3154,P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2018-02-01,201802,WEEKDAY,562.2,20,201802,4.28,201802,25.6
3155,P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,1045.1,20,201802,4.28,201802,25.6
3156,P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2018-02-01,201802,WEEKDAY,1284.15,20,201802,4.28,201802,25.6
3157,Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,736.6,20,201802,4.28,201802,25.6
3158,Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,299.9,20,201802,4.28,201802,25.6
3159,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,1788.6,20,201802,4.28,201802,25.6
3160,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,1171.55,20,201802,4.28,201802,25.6
3161,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-02-01,201802,WEEKDAY,1378.9,20,201802,4.28,201802,25.6
3162,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2018-02-01,201802,SAT.,1549.0,4,201802,4.28,201802,25.6
3163,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-02-01,201802,SAT.,943.0,4,201802,4.28,201802,25.6
3164,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2018-02-01,201802,SAT.,4867.25,4,201802,4.28,201802,25.6
3165,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2018-02-01,201802,SUN.,758.0,4,201802,4.28,201802,25.6
3166,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-02-01,201802,SUN.,562.0,4,201802,4.28,201802,25.6
3167,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2018-02-01,201802,SUN.,2920.5,4,201802,4.28,201802,25.6
3168,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2018-02-01,201802,WEEKDAY,6325.0,20,201802,4.28,201802,25.6
3169,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-02-01,201802,WEEKDAY,8867.0,20,201802,4.28,201802,25.6
3170,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2018-02-01,201802,WEEKDAY,10348.65,20,201802,4.28,201802,25.6
3171,MI,000,MONONGAHELA INCLINE,Incline,Incline,2018-02-01,201802,SAT.,1520.0,4,201802,4.28,201802,25.6
3172,MI,000,MONONGAHELA INCLINE,Incline,Incline,2018-02-01,201802,SUN.,1050.0,4,201802,4.28,201802,25.6
3173,MI,000,MONONGAHELA INCLINE,Incline,Incline,2018-02-01,201802,WEEKDAY,894.95,20,201802,4.28,201802,25.6
3174,1,001,1 - FREEPORT ROAD,Ross,Bus,2018-03-01,201803,SAT.,1159.0,5,201803,7.04,201803,38.8
3175,4,004,4 - TROY HILL,Ross,Bus,2018-03-01,201803,SAT.,213.2,5,201803,7.04,201803,38.8
3176,6,006,6 - SPRING HILL,Ross,Bus,2018-03-01,201803,SAT.,524.0,5,201803,7.04,201803,38.8
3177,8,008,8 - PERRYSVILLE,Ross,Bus,2018-03-01,201803,SAT.,1599.0,5,201803,7.04,201803,38.8
3178,11,011,11 - FINEVIEW,Ross,Bus,2018-03-01,201803,SAT.,239.6,5,201803,7.04,201803,38.8
3179,12,012,12 - MCKNIGHT,Ross,Bus,2018-03-01,201803,SAT.,1415.2,5,201803,7.04,201803,38.8
3180,13,013,13 - BELLEVUE,Ross,Bus,2018-03-01,201803,SAT.,1359.4,5,201803,7.04,201803,38.8
3181,14,014,14 - OHIO VALLEY,Ross,Bus,2018-03-01,201803,SAT.,554.2,5,201803,7.04,201803,38.8
3182,15,015,15 - CHARLES,Ross,Bus,2018-03-01,201803,SAT.,737.2,5,201803,7.04,201803,38.8
3183,16,016,16 - BRIGHTON,Ross,Bus,2018-03-01,201803,SAT.,1924.0,5,201803,7.04,201803,38.8
3184,17,017,17 - SHADELAND,Ross,Bus,2018-03-01,201803,SAT.,589.0,5,201803,7.04,201803,38.8
3185,21,021,21 - CORAOPOLIS,Collier,Bus,2018-03-01,201803,SAT.,633.6,5,201803,7.04,201803,38.8
3186,22,022,22 - MCCOY,Collier,Bus,2018-03-01,201803,SAT.,394.6,5,201803,7.04,201803,38.8
3187,24,024,24 - WEST PARK,Collier,Bus,2018-03-01,201803,SAT.,1260.4,5,201803,7.04,201803,38.8
3188,26,026,26 - CHARTIERS,Collier,Bus,2018-03-01,201803,SAT.,488.0,5,201803,7.04,201803,38.8
3189,27,027,27 - FAIRYWOOD,Collier,Bus,2018-03-01,201803,SAT.,561.8,5,201803,7.04,201803,38.8
3190,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-03-01,201803,SAT.,1693.8,5,201803,7.04,201803,38.8
3191,31,031,31 - BRIDGEVILLE,Collier,Bus,2018-03-01,201803,SAT.,836.8,5,201803,7.04,201803,38.8
3192,38,038,38 - GREEN TREE,Collier,Bus,2018-03-01,201803,SAT.,342.0,5,201803,7.04,201803,38.8
3193,39,039,39 - BROOKLINE,Collier,Bus,2018-03-01,201803,SAT.,215.8,5,201803,7.04,201803,38.8
3194,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2018-03-01,201803,SAT.,199.0,5,201803,7.04,201803,38.8
3195,41,041,41 - BOWER HILL,Collier,Bus,2018-03-01,201803,SAT.,510.8,5,201803,7.04,201803,38.8
3196,43,043,43 - BAILEY,Collier,Bus,2018-03-01,201803,SAT.,332.0,5,201803,7.04,201803,38.8
3197,44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-03-01,201803,SAT.,280.0,5,201803,7.04,201803,38.8
3198,48,048,48 - ARLINGTON,Collier,Bus,2018-03-01,201803,SAT.,1938.8,5,201803,7.04,201803,38.8
3199,51,051,51 - CARRICK,West Mifflin,Bus,2018-03-01,201803,SAT.,4960.0,5,201803,7.04,201803,38.8
3200,53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2018-03-01,201803,SAT.,345.2,5,201803,7.04,201803,38.8
3201,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-03-01,201803,SAT.,2186.6,5,201803,7.04,201803,38.8
3202,55,055,55 - GLASSPORT,West Mifflin,Bus,2018-03-01,201803,SAT.,712.4,5,201803,7.04,201803,38.8
3203,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-03-01,201803,SAT.,745.4,5,201803,7.04,201803,38.8
3204,57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-03-01,201803,SAT.,872.0,5,201803,7.04,201803,38.8
3205,58,058,58 - GREENFIELD,East Liberty,Bus,2018-03-01,201803,SAT.,181.6,5,201803,7.04,201803,38.8
3206,59,059,59 - MON VALLEY,West Mifflin,Bus,2018-03-01,201803,SAT.,1805.4,5,201803,7.04,201803,38.8
3207,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-03-01,201803,SAT.,3287.4,5,201803,7.04,201803,38.8
3208,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-03-01,201803,SAT.,2833.6,5,201803,7.04,201803,38.8
3209,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-03-01,201803,SAT.,4365.6,5,201803,7.04,201803,38.8
3210,61D,061D,61D - MURRAY,West Mifflin,Bus,2018-03-01,201803,SAT.,3217.4,5,201803,7.04,201803,38.8
