_id,route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count,next_year_month_x,total_precip,next_year_month_y,avg_temp
3211,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2018-03-01,201803,SAT.,1728.6,5,201803,7.04,201803,38.8
3212,67,067,67 - MONROEVILLE,East Liberty,Bus,2018-03-01,201803,SAT.,918.6,5,201803,7.04,201803,38.8
3213,68,068,,,Bus,2018-03-01,201803,SAT.,441.0,5,201803,7.04,201803,38.8
3214,69,069,69 - TRAFFORD,East Liberty,Bus,2018-03-01,201803,SAT.,340.4,5,201803,7.04,201803,38.8
3215,71A,071A,71A - NEGLEY,East Liberty,Bus,2018-03-01,201803,SAT.,2491.6,5,201803,7.04,201803,38.8
3216,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-03-01,201803,SAT.,2144.4,5,201803,7.04,201803,38.8
3217,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-03-01,201803,SAT.,2918.2,5,201803,7.04,201803,38.8
3218,71D,071D,71D - HAMILTON,East Liberty,Bus,2018-03-01,201803,SAT.,1767.6,5,201803,7.04,201803,38.8
3219,74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2018-03-01,201803,SAT.,404.6,5,201803,7.04,201803,38.8
3220,75,075,75 - ELLSWORTH,East Liberty,Bus,2018-03-01,201803,SAT.,1885.2,5,201803,7.04,201803,38.8
3221,77,077,77 - PENN HILLS,East Liberty,Bus,2018-03-01,201803,SAT.,1074.4,5,201803,7.04,201803,38.8
3222,79,079,79 - EAST HILLS,East Liberty,Bus,2018-03-01,201803,SAT.,664.4,5,201803,7.04,201803,38.8
3223,81,081,81 - OAK HILL,West Mifflin,Bus,2018-03-01,201803,SAT.,917.0,5,201803,7.04,201803,38.8
3224,82,082,82 - LINCOLN,East Liberty,Bus,2018-03-01,201803,SAT.,2294.4,5,201803,7.04,201803,38.8
3225,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-03-01,201803,SAT.,1492.6,5,201803,7.04,201803,38.8
3226,86,086,86 - LIBERTY,East Liberty,Bus,2018-03-01,201803,SAT.,2380.4,5,201803,7.04,201803,38.8
3227,87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-03-01,201803,SAT.,732.4,5,201803,7.04,201803,38.8
3228,88,088,88 - PENN,East Liberty,Bus,2018-03-01,201803,SAT.,1616.8,5,201803,7.04,201803,38.8
3229,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-03-01,201803,SAT.,251.0,5,201803,7.04,201803,38.8
3230,91,091,91 - BUTLER STREET,Ross,Bus,2018-03-01,201803,SAT.,2095.8,5,201803,7.04,201803,38.8
3231,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-03-01,201803,SAT.,936.2,5,201803,7.04,201803,38.8
3232,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-03-01,201803,SAT.,4837.8,5,201803,7.04,201803,38.8
3233,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-03-01,201803,SAT.,815.4,5,201803,7.04,201803,38.8
3234,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2018-03-01,201803,SAT.,549.2,5,201803,7.04,201803,38.8
3235,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-03-01,201803,SAT.,550.4,5,201803,7.04,201803,38.8
3236,1,001,1 - FREEPORT ROAD,Ross,Bus,2018-03-01,201803,SUN.,886.75,4,201803,7.04,201803,38.8
3237,6,006,6 - SPRING HILL,Ross,Bus,2018-03-01,201803,SUN.,382.25,4,201803,7.04,201803,38.8
3238,8,008,8 - PERRYSVILLE,Ross,Bus,2018-03-01,201803,SUN.,992.25,4,201803,7.04,201803,38.8
3239,11,011,11 - FINEVIEW,Ross,Bus,2018-03-01,201803,SUN.,140.0,4,201803,7.04,201803,38.8
3240,12,012,12 - MCKNIGHT,Ross,Bus,2018-03-01,201803,SUN.,872.25,4,201803,7.04,201803,38.8
3241,13,013,13 - BELLEVUE,Ross,Bus,2018-03-01,201803,SUN.,654.75,4,201803,7.04,201803,38.8
3242,14,014,14 - OHIO VALLEY,Ross,Bus,2018-03-01,201803,SUN.,397.75,4,201803,7.04,201803,38.8
3243,15,015,15 - CHARLES,Ross,Bus,2018-03-01,201803,SUN.,453.25,4,201803,7.04,201803,38.8
3244,16,016,16 - BRIGHTON,Ross,Bus,2018-03-01,201803,SUN.,1234.0,4,201803,7.04,201803,38.8
3245,17,017,17 - SHADELAND,Ross,Bus,2018-03-01,201803,SUN.,500.0,4,201803,7.04,201803,38.8
3246,21,021,21 - CORAOPOLIS,Collier,Bus,2018-03-01,201803,SUN.,385.5,4,201803,7.04,201803,38.8
3247,24,024,24 - WEST PARK,Collier,Bus,2018-03-01,201803,SUN.,1018.5,4,201803,7.04,201803,38.8
3248,26,026,26 - CHARTIERS,Collier,Bus,2018-03-01,201803,SUN.,341.5,4,201803,7.04,201803,38.8
3249,27,027,27 - FAIRYWOOD,Collier,Bus,2018-03-01,201803,SUN.,470.0,4,201803,7.04,201803,38.8
3250,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-03-01,201803,SUN.,1588.0,4,201803,7.04,201803,38.8
3251,31,031,31 - BRIDGEVILLE,Collier,Bus,2018-03-01,201803,SUN.,573.25,4,201803,7.04,201803,38.8
3252,38,038,38 - GREEN TREE,Collier,Bus,2018-03-01,201803,SUN.,162.0,4,201803,7.04,201803,38.8
3253,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2018-03-01,201803,SUN.,142.25,4,201803,7.04,201803,38.8
3254,41,041,41 - BOWER HILL,Collier,Bus,2018-03-01,201803,SUN.,284.5,4,201803,7.04,201803,38.8
3255,43,043,43 - BAILEY,Collier,Bus,2018-03-01,201803,SUN.,242.25,4,201803,7.04,201803,38.8
3256,44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-03-01,201803,SUN.,203.5,4,201803,7.04,201803,38.8
3257,48,048,48 - ARLINGTON,Collier,Bus,2018-03-01,201803,SUN.,1161.5,4,201803,7.04,201803,38.8
3258,51,051,51 - CARRICK,West Mifflin,Bus,2018-03-01,201803,SUN.,3282.0,4,201803,7.04,201803,38.8
3259,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-03-01,201803,SUN.,1021.5,4,201803,7.04,201803,38.8
3260,55,055,55 - GLASSPORT,West Mifflin,Bus,2018-03-01,201803,SUN.,587.75,4,201803,7.04,201803,38.8
3261,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-03-01,201803,SUN.,616.0,4,201803,7.04,201803,38.8
3262,57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-03-01,201803,SUN.,572.0,4,201803,7.04,201803,38.8
3263,58,058,58 - GREENFIELD,East Liberty,Bus,2018-03-01,201803,SUN.,137.75,4,201803,7.04,201803,38.8
3264,59,059,59 - MON VALLEY,West Mifflin,Bus,2018-03-01,201803,SUN.,1257.0,4,201803,7.04,201803,38.8
3265,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-03-01,201803,SUN.,2637.0,4,201803,7.04,201803,38.8
3266,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-03-01,201803,SUN.,2047.25,4,201803,7.04,201803,38.8
3267,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-03-01,201803,SUN.,3151.75,4,201803,7.04,201803,38.8
3268,61D,061D,61D - MURRAY,West Mifflin,Bus,2018-03-01,201803,SUN.,2136.25,4,201803,7.04,201803,38.8
3269,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2018-03-01,201803,SUN.,1043.25,4,201803,7.04,201803,38.8
3270,67,067,67 - MONROEVILLE,East Liberty,Bus,2018-03-01,201803,SUN.,460.0,4,201803,7.04,201803,38.8
3271,68,068,,,Bus,2018-03-01,201803,SUN.,270.0,4,201803,7.04,201803,38.8
3272,69,069,69 - TRAFFORD,East Liberty,Bus,2018-03-01,201803,SUN.,246.0,4,201803,7.04,201803,38.8
3273,71A,071A,71A - NEGLEY,East Liberty,Bus,2018-03-01,201803,SUN.,1659.25,4,201803,7.04,201803,38.8
3274,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-03-01,201803,SUN.,1172.25,4,201803,7.04,201803,38.8
3275,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-03-01,201803,SUN.,1831.5,4,201803,7.04,201803,38.8
3276,71D,071D,71D - HAMILTON,East Liberty,Bus,2018-03-01,201803,SUN.,1281.0,4,201803,7.04,201803,38.8
3277,75,075,75 - ELLSWORTH,East Liberty,Bus,2018-03-01,201803,SUN.,1232.25,4,201803,7.04,201803,38.8
3278,77,077,77 - PENN HILLS,East Liberty,Bus,2018-03-01,201803,SUN.,616.0,4,201803,7.04,201803,38.8
3279,79,079,79 - EAST HILLS,East Liberty,Bus,2018-03-01,201803,SUN.,374.75,4,201803,7.04,201803,38.8
3280,81,081,81 - OAK HILL,West Mifflin,Bus,2018-03-01,201803,SUN.,600.25,4,201803,7.04,201803,38.8
3281,82,082,82 - LINCOLN,East Liberty,Bus,2018-03-01,201803,SUN.,1592.5,4,201803,7.04,201803,38.8
3282,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-03-01,201803,SUN.,842.5,4,201803,7.04,201803,38.8
3283,86,086,86 - LIBERTY,East Liberty,Bus,2018-03-01,201803,SUN.,1451.75,4,201803,7.04,201803,38.8
3284,87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-03-01,201803,SUN.,118.25,4,201803,7.04,201803,38.8
3285,88,088,88 - PENN,East Liberty,Bus,2018-03-01,201803,SUN.,1099.5,4,201803,7.04,201803,38.8
3286,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-03-01,201803,SUN.,107.75,4,201803,7.04,201803,38.8
3287,91,091,91 - BUTLER STREET,Ross,Bus,2018-03-01,201803,SUN.,973.0,4,201803,7.04,201803,38.8
3288,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-03-01,201803,SUN.,677.75,4,201803,7.04,201803,38.8
3289,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-03-01,201803,SUN.,3008.5,4,201803,7.04,201803,38.8
3290,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-03-01,201803,SUN.,630.25,4,201803,7.04,201803,38.8
3291,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-03-01,201803,SUN.,387.25,4,201803,7.04,201803,38.8
3292,1,001,1 - FREEPORT ROAD,Ross,Bus,2018-03-01,201803,WEEKDAY,1664.04545454545,22,201803,7.04,201803,38.8
3293,2,002,2 - MOUNT ROYAL,Ross,Bus,2018-03-01,201803,WEEKDAY,984.909090909091,22,201803,7.04,201803,38.8
3294,4,004,4 - TROY HILL,Ross,Bus,2018-03-01,201803,WEEKDAY,642.863636363636,22,201803,7.04,201803,38.8
3295,6,006,6 - SPRING HILL,Ross,Bus,2018-03-01,201803,WEEKDAY,1033.27272727273,22,201803,7.04,201803,38.8
3296,7,007,7 - SPRING GARDEN,Ross,Bus,2018-03-01,201803,WEEKDAY,134.545454545455,22,201803,7.04,201803,38.8
3297,8,008,8 - PERRYSVILLE,Ross,Bus,2018-03-01,201803,WEEKDAY,3204.59090909091,22,201803,7.04,201803,38.8
3298,11,011,11 - FINEVIEW,Ross,Bus,2018-03-01,201803,WEEKDAY,544.0,22,201803,7.04,201803,38.8
3299,12,012,12 - MCKNIGHT,Ross,Bus,2018-03-01,201803,WEEKDAY,1140.5,22,201803,7.04,201803,38.8
3300,13,013,13 - BELLEVUE,Ross,Bus,2018-03-01,201803,WEEKDAY,2064.54545454545,22,201803,7.04,201803,38.8
3301,14,014,14 - OHIO VALLEY,Ross,Bus,2018-03-01,201803,WEEKDAY,1224.45454545455,22,201803,7.04,201803,38.8
3302,15,015,15 - CHARLES,Ross,Bus,2018-03-01,201803,WEEKDAY,968.772727272727,22,201803,7.04,201803,38.8
3303,16,016,16 - BRIGHTON,Ross,Bus,2018-03-01,201803,WEEKDAY,3869.04545454545,22,201803,7.04,201803,38.8
3304,17,017,17 - SHADELAND,Ross,Bus,2018-03-01,201803,WEEKDAY,1284.59090909091,22,201803,7.04,201803,38.8
3305,18,018,18 - MANCHESTER,Ross,Bus,2018-03-01,201803,WEEKDAY,118.181818181818,22,201803,7.04,201803,38.8
3306,19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2018-03-01,201803,WEEKDAY,670.409090909091,22,201803,7.04,201803,38.8
3307,20,020,20 - KENNEDY,Collier,Bus,2018-03-01,201803,WEEKDAY,600.045454545455,22,201803,7.04,201803,38.8
3308,21,021,21 - CORAOPOLIS,Collier,Bus,2018-03-01,201803,WEEKDAY,1395.09090909091,22,201803,7.04,201803,38.8
3309,22,022,22 - MCCOY,Collier,Bus,2018-03-01,201803,WEEKDAY,793.0,22,201803,7.04,201803,38.8
3310,24,024,24 - WEST PARK,Collier,Bus,2018-03-01,201803,WEEKDAY,1728.09090909091,22,201803,7.04,201803,38.8
3311,26,026,26 - CHARTIERS,Collier,Bus,2018-03-01,201803,WEEKDAY,938.136363636364,22,201803,7.04,201803,38.8
3312,27,027,27 - FAIRYWOOD,Collier,Bus,2018-03-01,201803,WEEKDAY,1061.0,22,201803,7.04,201803,38.8
3313,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-03-01,201803,WEEKDAY,2039.40909090909,22,201803,7.04,201803,38.8
3314,29,029,29 - ROBINSON,Collier,Bus,2018-03-01,201803,WEEKDAY,845.909090909091,22,201803,7.04,201803,38.8
3315,31,031,31 - BRIDGEVILLE,Collier,Bus,2018-03-01,201803,WEEKDAY,1615.86363636364,22,201803,7.04,201803,38.8
3316,36,036,36 - BANKSVILLE,Collier,Bus,2018-03-01,201803,WEEKDAY,622.272727272727,22,201803,7.04,201803,38.8
3317,38,038,38 - GREEN TREE,Collier,Bus,2018-03-01,201803,WEEKDAY,2918.63636363636,22,201803,7.04,201803,38.8
3318,39,039,39 - BROOKLINE,Collier,Bus,2018-03-01,201803,WEEKDAY,1583.36363636364,22,201803,7.04,201803,38.8
3319,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2018-03-01,201803,WEEKDAY,575.818181818182,22,201803,7.04,201803,38.8
3320,41,041,41 - BOWER HILL,Collier,Bus,2018-03-01,201803,WEEKDAY,1716.18181818182,22,201803,7.04,201803,38.8
3321,43,043,43 - BAILEY,Collier,Bus,2018-03-01,201803,WEEKDAY,714.818181818182,22,201803,7.04,201803,38.8
3322,44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-03-01,201803,WEEKDAY,991.5,22,201803,7.04,201803,38.8
3323,48,048,48 - ARLINGTON,Collier,Bus,2018-03-01,201803,WEEKDAY,3028.09090909091,22,201803,7.04,201803,38.8
3324,51,051,51 - CARRICK,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,7971.22727272727,22,201803,7.04,201803,38.8
3325,51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,668.227272727273,22,201803,7.04,201803,38.8
3326,52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,394.863636363636,22,201803,7.04,201803,38.8
3327,53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,1446.40909090909,22,201803,7.04,201803,38.8
3328,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-03-01,201803,WEEKDAY,4002.86363636364,22,201803,7.04,201803,38.8
3329,55,055,55 - GLASSPORT,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,936.727272727273,22,201803,7.04,201803,38.8
3330,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,1640.54545454545,22,201803,7.04,201803,38.8
3331,57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,1214.54545454545,22,201803,7.04,201803,38.8
3332,58,058,58 - GREENFIELD,East Liberty,Bus,2018-03-01,201803,WEEKDAY,1036.81818181818,22,201803,7.04,201803,38.8
3333,59,059,59 - MON VALLEY,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,1970.0,22,201803,7.04,201803,38.8
3334,60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,487.772727272727,22,201803,7.04,201803,38.8
3335,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,4978.40909090909,22,201803,7.04,201803,38.8
3336,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,4553.90909090909,22,201803,7.04,201803,38.8
3337,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,6253.86363636364,22,201803,7.04,201803,38.8
3338,61D,061D,61D - MURRAY,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,5388.95454545455,22,201803,7.04,201803,38.8
3339,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,1722.27272727273,22,201803,7.04,201803,38.8
3340,65,065,65 - SQUIRREL HILL,East Liberty,Bus,2018-03-01,201803,WEEKDAY,427.409090909091,22,201803,7.04,201803,38.8
3341,67,067,67 - MONROEVILLE,East Liberty,Bus,2018-03-01,201803,WEEKDAY,2130.81818181818,22,201803,7.04,201803,38.8
3342,68,068,,,Bus,2018-03-01,201803,WEEKDAY,78.3636363636364,22,201803,7.04,201803,38.8
3343,69,069,69 - TRAFFORD,East Liberty,Bus,2018-03-01,201803,WEEKDAY,1422.81818181818,22,201803,7.04,201803,38.8
3344,71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2018-03-01,201803,WEEKDAY,93.7727272727273,22,201803,7.04,201803,38.8
3345,71A,071A,71A - NEGLEY,East Liberty,Bus,2018-03-01,201803,WEEKDAY,5968.95454545455,22,201803,7.04,201803,38.8
3346,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-03-01,201803,WEEKDAY,5222.22727272727,22,201803,7.04,201803,38.8
3347,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-03-01,201803,WEEKDAY,5865.18181818182,22,201803,7.04,201803,38.8
3348,71D,071D,71D - HAMILTON,East Liberty,Bus,2018-03-01,201803,WEEKDAY,4596.45454545455,22,201803,7.04,201803,38.8
3349,74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2018-03-01,201803,WEEKDAY,918.727272727273,22,201803,7.04,201803,38.8
3350,75,075,75 - ELLSWORTH,East Liberty,Bus,2018-03-01,201803,WEEKDAY,3287.31818181818,22,201803,7.04,201803,38.8
3351,77,077,77 - PENN HILLS,East Liberty,Bus,2018-03-01,201803,WEEKDAY,2201.22727272727,22,201803,7.04,201803,38.8
3352,79,079,79 - EAST HILLS,East Liberty,Bus,2018-03-01,201803,WEEKDAY,883.318181818182,22,201803,7.04,201803,38.8
3353,81,081,81 - OAK HILL,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,1763.45454545455,22,201803,7.04,201803,38.8
3354,82,082,82 - LINCOLN,East Liberty,Bus,2018-03-01,201803,WEEKDAY,3861.59090909091,22,201803,7.04,201803,38.8
3355,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,2343.5,22,201803,7.04,201803,38.8
3356,86,086,86 - LIBERTY,East Liberty,Bus,2018-03-01,201803,WEEKDAY,2793.68181818182,22,201803,7.04,201803,38.8
3357,87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-03-01,201803,WEEKDAY,2782.59090909091,22,201803,7.04,201803,38.8
3358,88,088,88 - PENN,East Liberty,Bus,2018-03-01,201803,WEEKDAY,3112.86363636364,22,201803,7.04,201803,38.8
3359,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-03-01,201803,WEEKDAY,382.363636363636,22,201803,7.04,201803,38.8
3360,91,091,91 - BUTLER STREET,Ross,Bus,2018-03-01,201803,WEEKDAY,4336.90909090909,22,201803,7.04,201803,38.8
3361,93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,1990.22727272727,22,201803,7.04,201803,38.8
3362,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-03-01,201803,WEEKDAY,3696.95454545455,22,201803,7.04,201803,38.8
3363,G3,G3,G3 - MOON FLYER,Collier,Bus,2018-03-01,201803,WEEKDAY,943.090909090909,22,201803,7.04,201803,38.8
3364,G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2018-03-01,201803,WEEKDAY,668.772727272727,22,201803,7.04,201803,38.8
3365,O1,O1,O1 - ROSS FLYER,Ross,Bus,2018-03-01,201803,WEEKDAY,1204.5,22,201803,7.04,201803,38.8
3366,O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2018-03-01,201803,WEEKDAY,1416.68181818182,22,201803,7.04,201803,38.8
3367,O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2018-03-01,201803,WEEKDAY,132.863636363636,22,201803,7.04,201803,38.8
3368,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-03-01,201803,WEEKDAY,9986.86363636364,22,201803,7.04,201803,38.8
3369,P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2018-03-01,201803,WEEKDAY,665.909090909091,22,201803,7.04,201803,38.8
3370,P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2018-03-01,201803,WEEKDAY,1198.09090909091,22,201803,7.04,201803,38.8
3371,P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2018-03-01,201803,WEEKDAY,292.818181818182,22,201803,7.04,201803,38.8
3372,P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2018-03-01,201803,WEEKDAY,893.545454545455,22,201803,7.04,201803,38.8
3373,P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2018-03-01,201803,WEEKDAY,385.454545454545,22,201803,7.04,201803,38.8
3374,P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2018-03-01,201803,WEEKDAY,1502.90909090909,22,201803,7.04,201803,38.8
3375,P3,P3,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2018-03-01,201803,WEEKDAY,2706.36363636364,22,201803,7.04,201803,38.8
3376,P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2018-03-01,201803,WEEKDAY,468.772727272727,22,201803,7.04,201803,38.8
3377,P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2018-03-01,201803,WEEKDAY,1143.72727272727,22,201803,7.04,201803,38.8
3378,P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2018-03-01,201803,WEEKDAY,233.681818181818,22,201803,7.04,201803,38.8
3379,P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,742.136363636364,22,201803,7.04,201803,38.8
3380,P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2018-03-01,201803,WEEKDAY,606.818181818182,22,201803,7.04,201803,38.8
3381,P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,1032.90909090909,22,201803,7.04,201803,38.8
3382,P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2018-03-01,201803,WEEKDAY,1220.31818181818,22,201803,7.04,201803,38.8
3383,Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,711.090909090909,22,201803,7.04,201803,38.8
3384,Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,288.590909090909,22,201803,7.04,201803,38.8
3385,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,1755.40909090909,22,201803,7.04,201803,38.8
3386,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,1152.81818181818,22,201803,7.04,201803,38.8
3387,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-03-01,201803,WEEKDAY,1319.86363636364,22,201803,7.04,201803,38.8
3388,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2018-03-01,201803,SAT.,1976.0,5,201803,7.04,201803,38.8
3389,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-03-01,201803,SAT.,1147.0,5,201803,7.04,201803,38.8
3390,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2018-03-01,201803,SAT.,6032.8,5,201803,7.04,201803,38.8
3391,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2018-03-01,201803,SUN.,879.0,4,201803,7.04,201803,38.8
3392,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-03-01,201803,SUN.,633.0,4,201803,7.04,201803,38.8
3393,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2018-03-01,201803,SUN.,3218.5,4,201803,7.04,201803,38.8
3394,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2018-03-01,201803,WEEKDAY,6281.0,22,201803,7.04,201803,38.8
3395,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-03-01,201803,WEEKDAY,8792.0,22,201803,7.04,201803,38.8
3396,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2018-03-01,201803,WEEKDAY,10216.5,22,201803,7.04,201803,38.8
3397,MI,000,MONONGAHELA INCLINE,Incline,Incline,2018-03-01,201803,SAT.,2755.8,5,201803,7.04,201803,38.8
3398,MI,000,MONONGAHELA INCLINE,Incline,Incline,2018-03-01,201803,SUN.,1503.0,4,201803,7.04,201803,38.8
3399,MI,000,MONONGAHELA INCLINE,Incline,Incline,2018-03-01,201803,WEEKDAY,1103.27272727273,22,201803,7.04,201803,38.8
3400,1,001,1 - FREEPORT ROAD,Ross,Bus,2018-04-01,201804,SAT.,1288.0,4,201804,2.96,201804,34.8
3401,4,004,4 - TROY HILL,Ross,Bus,2018-04-01,201804,SAT.,314.75,4,201804,2.96,201804,34.8
3402,6,006,6 - SPRING HILL,Ross,Bus,2018-04-01,201804,SAT.,500.75,4,201804,2.96,201804,34.8
3403,8,008,8 - PERRYSVILLE,Ross,Bus,2018-04-01,201804,SAT.,1708.0,4,201804,2.96,201804,34.8
3404,11,011,11 - FINEVIEW,Ross,Bus,2018-04-01,201804,SAT.,239.5,4,201804,2.96,201804,34.8
3405,12,012,12 - MCKNIGHT,Ross,Bus,2018-04-01,201804,SAT.,1357.5,4,201804,2.96,201804,34.8
3406,13,013,13 - BELLEVUE,Ross,Bus,2018-04-01,201804,SAT.,1483.25,4,201804,2.96,201804,34.8
3407,14,014,14 - OHIO VALLEY,Ross,Bus,2018-04-01,201804,SAT.,622.5,4,201804,2.96,201804,34.8
3408,15,015,15 - CHARLES,Ross,Bus,2018-04-01,201804,SAT.,754.0,4,201804,2.96,201804,34.8
3409,16,016,16 - BRIGHTON,Ross,Bus,2018-04-01,201804,SAT.,2251.75,4,201804,2.96,201804,34.8
3410,17,017,17 - SHADELAND,Ross,Bus,2018-04-01,201804,SAT.,616.5,4,201804,2.96,201804,34.8
